1	0	0
3	34	0
1	0	0
2	8	0
3	11	0
5	20	0
5	7	0
1	4	1
5	25	0
1	4	0
1	4	1
1	9	1
2	11	0
1	4	0
3	8	0
2	6	0
1	4	0
1	3	0
6	26	0
5	8	0
2	4	0
7	46	0
4	12	0
3	32	0
1	4	0
2	4	0
3	12	0
15	56	1
2	8	0
7	35	1
2	11	1
2	3	0
3	18	0
5	19	1
2	8	0
3	12	0
3	12	0
4	16	0
22	12	0
29	77	0
1	18	0
7	45	0
2	8	0
1	4	0
3	13	0
7	16	0
2	6	0
1	0	0
4	16	0
1	4	0
2	5	0
22	110	0
13	52	0
1	4	0
3	5	1
2	3	0
1	10	0
3	26	0
1	4	0
1	4	1
1	10	0
2	9	0
2	4	0
6	23	0
1	0	0
2	8	1
28	33	0
2	4	0
4	16	0
2	15	1
2	4	0
2	8	0
6	24	1
1	8	1
3	15	1
6	25	1
2	8	0
2	11	0
2	4	0
1	0	1
3	12	0
1	4	0
4	9	0
1	4	0
4	12	1
10	42	0
1	4	1
1	11	0
3	11	0
1	4	1
4	14	0
2	8	0
6	26	0
2	8	0
3	11	1
3	15	0
3	8	0
1	4	0
3	0	0
7	20	0
1	4	0
2	8	0
4	1	0
4	14	0
7	64	0
1	4	1
2	15	0
1	4	1
5	68	0
2	8	0
1	20	0
1	6	0
13	23	0
1	5	1
2	40	0
1	4	0
8	32	0
1	4	0
1	4	0
5	15	0
1	4	0
2	36	0
3	11	0
2	2	0
2	8	0
4	9	0
1	4	0
3	12	0
4	23	0
3	6	0
1	4	0
2	11	0
2	17	0
4	12	0
1	4	1
4	7	0
7	48	0
1	1	0
1	4	0
1	4	0
9	49	0
1	4	0
1	4	0
6	14	0
1	4	0
2	30	0
3	14	0
1	4	0
3	28	0
14	145	0
3	30	0
17	97	0
4	22	0
2	1	1
2	8	0
1	0	0
2	16	1
2	9	0
2	12	0
1	4	0
1	8	0
3	31	0
3	20	0
3	12	0
3	9	1
2	7	0
2	8	0
1	1	0
2	4	0
2	1	0
3	12	0
1	7	0
4	25	0
1	27	1
1	4	0
1	4	0
6	55	1
4	12	0
2	0	0
3	12	0
1	4	0
3	13	0
9	90	0
4	11	0
1	9	0
1	4	0
2	0	0
1	4	0
5	25	0
2	8	0
2	10	0
1	4	1
1	10	0
3	5	0
2	6	0
1	3	0
6	21	1
1	0	1
2	2	0
2	32	0
2	8	0
4	37	0
3	12	1
22	51	0
3	16	0
1	4	0
2	5	0
4	30	0
1	5	0
1	4	1
2	32	0
2	13	0
1	4	1
1	4	1
1	0	1
6	93	0
3	10	0
1	54	0
4	8	0
2	4	1
1	0	0
3	12	0
21	69	0
2	23	0
3	8	0
1	18	0
2	26	0
2	9	0
1	4	0
5	50	1
2	9	0
9	54	0
1	0	1
1	4	1
6	18	1
3	8	1
2	25	0
1	4	0
1	4	0
9	36	0
4	12	1
1	4	0
9	44	0
12	61	0
7	20	0
1	4	0
9	32	1
1	3	0
2	8	1
2	15	0
1	4	0
35	49	0
1	4	0
1	4	0
11	27	1
8	11	1
1	4	0
3	12	0
1	2	0
2	8	0
3	0	0
2	0	0
3	5	0
10	56	0
5	24	1
1	4	0
3	23	0
1	0	1
5	20	0
1	4	1
2	8	1
12	72	0
1	7	0
2	30	0
2	3	0
2	6	0
5	16	0
1	4	1
2	15	0
2	15	0
3	4	0
1	0	0
1	5	0
1	4	0
2	8	0
4	16	0
6	24	0
3	5	0
6	27	0
1	1	0
2	8	0
27	15	0
2	8	0
1	4	0
2	4	0
6	35	0
1	4	1
2	15	0
1	1	0
2	4	0
4	30	0
1	4	0
3	7	0
3	12	0
2	4	0
2	6	1
1	4	1
1	3	1
1	4	0
8	30	0
2	16	1
2	13	0
1	4	0
3	16	0
1	4	0
7	49	0
1	4	0
3	9	0
1	1	0
3	12	0
1	0	0
7	60	0
10	108	0
2	28	0
1	5	0
1	4	0
1	4	0
3	17	1
2	8	0
5	16	0
1	4	0
2	8	0
4	52	0
1	0	1
1	4	0
3	12	0
3	9	0
1	4	0
1	4	0
1	4	0
1	4	1
3	33	0
4	45	0
2	28	0
4	18	0
3	2	0
2	20	0
1	4	1
3	5	0
5	16	0
1	4	0
4	16	0
1	4	0
2	6	0
2	0	0
1	4	1
7	39	0
5	45	0
1	4	0
3	12	0
1	1	0
1	4	0
1	4	0
8	27	1
2	8	0
1	4	0
2	37	1
1	4	0
1	4	0
1	4	0
1	2	0
5	11	0
1	4	0
3	11	0
2	4	0
1	4	0
6	22	0
1	14	1
3	15	0
5	18	0
2	4	0
3	5	0
5	16	0
7	24	0
9	29	0
10	71	0
2	1	0
1	0	0
3	12	0
2	13	0
5	20	0
1	4	0
3	12	0
3	53	0
1	0	0
5	20	0
3	13	1
4	18	1
7	14	0
1	4	0
2	7	0
1	4	0
2	0	0
9	27	0
1	25	0
2	14	0
6	19	1
3	14	0
4	53	1
3	5	1
2	9	0
1	31	0
8	42	0
3	12	0
3	18	0
1	4	0
1	4	0
17	115	0
4	24	0
1	0	1
1	4	0
1	4	0
1	4	1
6	55	1
6	47	0
1	4	0
1	1	0
4	11	0
2	8	0
10	14	1
3	13	0
18	36	0
1	4	0
5	59	1
1	4	0
1	5	0
2	8	0
2	5	0
1	1	0
3	30	0
1	4	0
1	4	0
5	27	0
1	0	0
1	4	0
1	0	0
1	4	0
2	30	0
2	6	0
1	4	1
1	4	0
1	4	0
2	11	0
6	59	0
4	15	0
2	8	0
4	12	0
5	20	0
1	4	1
1	4	0
2	8	0
3	2	0
1	4	0
3	10	0
19	79	0
1	7	0
6	17	0
2	8	0
6	21	0
2	8	0
2	18	0
1	7	1
1	3	0
7	25	0
8	22	0
18	57	0
4	10	1
1	4	1
1	14	0
1	0	1
1	6	0
1	4	0
1	4	0
14	36	1
3	12	0
2	8	0
2	8	0
5	20	0
2	29	0
5	20	0
3	29	0
3	14	0
1	1	0
3	10	0
4	3	1
1	4	0
1	4	0
1	4	0
5	41	0
7	57	0
11	69	0
1	20	0
1	4	0
4	21	0
1	4	0
1	12	0
3	17	0
1	1	0
6	24	0
1	2	0
2	8	0
1	4	0
2	4	0
2	2	0
4	17	1
3	1	1
9	42	0
1	19	0
1	7	1
2	18	0
6	69	0
6	26	0
4	21	0
1	4	0
1	9	0
4	34	0
1	2	0
1	4	0
2	8	0
1	4	0
2	8	0
4	16	0
2	8	0
4	13	0
1	4	1
2	8	0
1	8	0
1	4	1
3	12	0
3	4	0
2	11	0
1	19	0
5	4	0
1	4	0
2	8	0
2	4	0
1	9	0
9	56	0
1	4	0
2	11	0
4	29	0
1	4	0
4	20	0
2	12	0
0	5	0
1	4	0
4	19	0
3	11	0
2	5	0
1	10	0
5	14	0
25	55	0
4	8	0
3	17	0
2	8	0
3	12	0
1	4	0
1	1	1
1	2	1
2	8	0
3	7	0
2	0	0
1	4	0
7	16	0
4	16	0
1	4	0
5	13	0
1	4	0
1	4	0
1	4	0
1	5	0
8	23	0
2	8	0
31	132	0
6	37	0
1	4	1
4	47	0
3	12	0
5	20	0
1	4	0
2	4	0
5	12	0
1	0	0
3	98	0
3	4	0
3	5	0
3	5	0
1	4	0
2	8	0
1	4	0
4	41	0
8	22	0
1	4	1
7	16	0
6	10	0
3	12	0
4	4	0
2	37	0
1	4	0
3	12	0
1	4	0
2	7	0
3	9	0
2	8	0
3	12	0
1	4	0
1	4	0
1	4	0
9	25	1
4	12	0
1	4	0
1	4	1
1	4	0
13	61	0
4	25	0
1	9	1
7	34	1
1	1	0
1	2	0
6	24	0
5	47	0
1	2	0
1	4	0
1	5	0
11	36	0
6	31	1
6	21	0
6	32	1
2	9	0
1	4	0
6	44	0
2	2	0
3	34	0
3	16	0
4	16	0
3	27	0
3	0	0
2	8	0
1	4	0
8	34	0
4	0	0
2	8	1
1	4	0
8	21	0
3	26	0
22	98	1
10	26	0
2	4	0
3	12	0
1	4	0
1	10	0
7	24	0
2	4	0
8	20	0
2	8	0
8	60	0
1	4	0
1	0	0
2	17	0
1	4	0
2	6	0
2	2	0
1	4	1
7	36	0
2	9	0
1	0	0
4	25	1
4	26	0
3	25	0
6	26	0
1	4	0
1	4	0
3	27	0
2	8	0
3	70	0
3	46	0
1	1	0
1	4	0
2	7	1
1	3	0
3	67	0
5	16	0
3	12	1
1	3	1
2	24	1
1	5	0
1	4	0
3	19	0
1	14	1
1	4	0
1	4	0
20	99	0
1	22	0
2	9	0
1	4	0
3	6	0
1	4	0
1	4	0
1	2	1
1	3	0
4	9	0
1	4	1
3	10	0
2	5	0
2	8	0
4	16	0
1	4	0
9	54	0
1	19	0
1	4	0
2	4	0
1	31	0
1	9	0
1	4	0
2	12	0
2	3	0
1	4	0
3	14	0
1	2	0
4	19	0
2	8	1
1	17	0
2	6	0
3	18	0
2	16	0
1	0	0
2	4	1
3	8	1
4	16	0
1	4	0
1	0	0
15	133	0
1	6	0
1	4	0
1	4	1
1	5	0
1	2	0
4	43	0
4	19	0
1	4	0
12	46	0
9	53	0
2	0	0
6	8	0
1	4	0
2	8	0
2	8	0
2	5	1
1	3	0
1	0	0
1	4	0
3	12	0
1	4	0
1	20	0
1	4	0
1	12	0
6	54	0
3	20	0
7	12	0
1	8	0
1	1	0
2	8	0
1	4	0
6	25	0
1	4	1
10	59	0
1	4	0
1	4	0
6	13	0
4	12	1
1	4	0
4	28	1
3	22	0
15	75	0
4	26	0
2	0	0
5	14	0
2	0	1
4	12	0
2	4	0
6	35	0
6	3	1
7	56	0
2	8	0
3	12	0
2	8	0
1	1	0
1	4	0
2	7	0
1	4	0
3	15	0
2	0	0
2	8	0
2	5	0
1	4	0
1	10	1
1	4	0
6	53	0
11	72	0
7	78	0
5	13	0
1	4	0
1	5	0
10	72	0
2	8	0
1	4	0
3	15	0
1	0	0
1	4	0
7	14	0
1	3	0
2	8	0
4	4	0
2	25	0
1	1	1
1	4	0
2	4	0
3	10	0
1	4	0
4	16	0
1	5	0
1	1	0
2	7	0
1	4	0
4	12	0
2	8	0
1	5	0
5	8	1
5	20	0
6	18	0
1	4	0
1	4	0
1	4	0
9	23	0
4	2	0
1	15	1
2	8	0
5	31	0
1	4	0
1	4	1
1	0	0
1	4	0
1	12	0
6	14	0
3	13	0
3	40	1
1	15	0
6	21	0
3	18	0
5	36	0
1	4	0
2	8	1
2	8	0
2	6	0
2	15	0
3	12	0
5	30	0
3	15	1
1	1	0
14	55	0
1	2	0
1	4	0
1	43	0
2	8	0
1	19	1
2	8	0
5	20	0
3	11	0
1	3	0
5	20	0
22	65	0
35	61	1
2	8	0
1	15	0
13	132	0
1	4	0
2	4	0
12	48	0
2	8	0
3	23	0
1	2	0
1	4	0
1	22	0
6	31	0
2	8	0
1	4	0
10	100	0
4	4	0
1	1	1
1	2	0
4	15	1
1	4	0
1	0	0
6	84	1
2	29	0
3	23	0
5	43	0
2	8	0
2	8	0
3	13	0
2	11	0
3	51	0
2	4	0
4	9	0
2	8	0
5	13	0
3	17	0
2	4	0
2	8	1
1	4	0
3	7	0
2	9	0
2	8	0
2	8	0
3	8	0
1	4	0
1	16	0
1	3	1
1	4	0
2	8	0
3	0	0
1	4	1
11	38	0
1	4	0
1	4	0
3	15	0
2	12	0
1	4	0
8	47	0
1	1	0
2	8	0
3	10	0
3	36	0
8	29	0
1	4	0
6	55	1
3	11	0
3	2	1
2	11	0
2	22	1
1	30	0
3	12	0
1	5	0
2	8	0
5	46	0
8	35	1
7	58	1
3	15	0
1	5	0
7	25	0
1	0	0
4	37	0
2	8	0
1	4	0
3	20	0
4	13	0
1	4	0
2	8	0
3	12	0
46	40	0
17	77	0
2	0	0
2	7	0
3	11	1
1	4	0
2	8	0
2	8	0
1	4	0
5	17	0
1	4	0
1	4	0
4	16	0
1	1	0
1	3	0
5	20	0
1	4	0
3	20	1
20	148	1
1	4	0
11	36	0
3	20	0
1	4	0
4	13	0
9	52	0
6	24	0
28	54	0
1	4	1
1	10	0
5	36	0
1	5	0
1	1	0
1	4	0
4	9	0
1	1	0
1	4	0
1	4	0
1	4	1
2	3	0
3	37	0
1	5	0
1	5	0
1	2	0
2	6	1
3	3	0
7	19	0
6	32	0
1	4	0
5	4	0
2	5	0
3	11	0
2	8	0
3	9	0
4	22	0
6	26	1
1	12	1
1	4	0
3	34	0
2	6	1
1	4	0
2	8	0
2	5	0
2	27	1
20	96	0
3	38	0
1	4	0
1	4	0
9	33	0
1	4	0
2	8	0
2	4	0
6	34	0
4	16	0
39	174	0
2	10	0
3	12	1
1	4	0
2	11	0
3	13	0
3	12	0
2	29	0
6	54	0
2	8	0
1	4	1
4	8	1
7	58	0
5	6	0
1	2	0
2	12	1
2	8	0
1	5	0
4	16	0
2	17	0
7	14	0
1	4	0
1	25	1
3	12	0
1	10	0
1	2	1
1	4	1
3	10	1
1	4	0
7	24	1
3	4	1
3	16	0
2	8	0
1	4	0
7	47	1
1	4	0
2	1	0
1	4	0
1	4	0
2	5	1
7	30	0
1	3	1
1	4	0
1	4	0
1	4	0
7	45	1
7	79	1
2	39	0
3	23	0
1	5	0
1	4	0
2	0	1
4	24	0
2	13	0
1	4	0
2	8	0
8	24	1
1	24	0
1	15	0
2	7	1
3	5	0
3	0	0
1	0	0
1	4	1
2	2	1
3	25	0
4	43	0
2	19	0
1	4	0
2	12	0
1	4	0
3	12	0
2	15	0
8	42	0
1	2	0
1	2	0
11	32	0
5	17	0
1	4	0
1	4	1
1	4	0
2	8	0
3	12	0
3	6	1
1	4	0
2	2	0
1	0	0
1	4	0
3	21	0
6	32	0
3	12	0
13	43	0
5	10	0
6	24	0
4	27	0
6	20	1
2	8	0
3	23	0
1	4	0
3	13	0
2	18	0
7	68	0
2	24	0
1	10	0
7	0	0
3	16	0
2	8	0
9	33	1
1	4	0
3	4	0
1	4	0
22	22	0
2	12	0
2	8	0
3	12	0
1	4	0
1	5	0
1	0	0
10	87	0
1	4	1
21	115	0
10	101	0
9	35	0
2	8	0
2	22	0
1	9	0
1	4	1
4	15	0
3	0	0
1	4	1
1	4	0
1	0	0
1	4	0
12	92	1
1	8	0
3	8	0
3	43	1
4	16	0
1	4	0
9	30	0
2	6	0
1	4	0
1	4	1
3	13	0
2	20	0
2	8	0
7	39	0
9	93	0
5	25	0
2	4	0
4	12	0
40	56	0
2	25	0
1	4	0
5	62	0
1	4	0
2	10	0
1	5	0
1	4	0
5	9	1
2	13	0
6	28	0
1	4	0
1	0	0
2	12	0
3	9	0
1	4	1
2	8	1
2	0	0
3	19	1
2	8	0
1	6	0
2	8	0
10	49	0
3	8	0
2	1	1
1	5	1
4	12	0
3	12	0
2	3	0
2	13	0
5	104	0
5	57	0
3	7	0
1	0	0
1	4	0
1	4	0
3	55	0
9	35	0
1	4	0
1	4	0
1	0	0
1	4	0
5	41	0
2	6	1
1	4	1
2	5	1
6	39	1
2	4	0
6	21	0
13	30	0
1	4	0
8	66	0
5	0	0
2	8	0
1	2	0
4	16	0
2	8	0
2	8	1
5	0	0
1	4	1
1	4	1
1	4	0
4	26	0
3	34	1
3	9	0
6	50	0
1	4	0
9	11	0
1	4	0
1	4	0
3	12	0
2	8	0
4	6	0
2	28	0
2	5	0
5	4	0
4	22	0
1	4	0
1	1	0
2	14	0
2	12	0
8	38	0
2	2	0
3	4	1
3	12	0
2	28	1
2	8	0
4	12	1
1	4	0
1	4	0
4	13	0
2	9	0
3	6	0
4	6	1
1	3	0
5	24	0
2	10	0
1	4	0
3	10	1
6	17	1
1	4	0
3	12	0
1	4	0
2	9	1
1	4	1
6	14	0
4	2	0
2	8	0
3	43	0
2	4	0
4	13	0
20	92	0
2	8	0
2	18	0
3	16	0
7	28	0
2	8	0
2	4	0
1	4	0
1	4	1
1	4	1
2	6	1
4	16	0
2	8	0
4	53	0
1	4	0
3	2	0
1	4	0
12	117	0
2	8	0
1	4	0
17	92	0
1	13	0
17	94	0
1	5	0
5	13	0
17	63	0
2	11	0
1	4	0
2	8	1
1	2	0
8	17	0
2	14	0
1	4	0
19	22	0
1	4	0
4	14	0
2	8	1
4	29	0
5	18	0
2	8	0
7	15	0
4	33	0
1	24	1
3	5	0
4	5	0
3	10	0
1	4	0
2	14	0
1	7	0
4	16	0
2	7	0
1	4	0
2	11	1
5	20	1
6	11	0
1	4	0
1	4	0
2	20	0
2	11	0
3	9	1
2	20	0
1	4	1
11	42	0
3	0	0
1	4	0
6	19	0
1	4	1
2	14	0
2	12	0
3	10	0
2	4	0
4	15	0
8	27	0
5	27	0
4	122	0
2	8	0
1	5	0
1	4	1
1	4	0
3	3	0
1	0	0
6	14	0
4	8	0
1	4	0
2	7	1
2	16	0
1	4	0
2	4	1
2	8	0
1	4	0
1	4	0
1	8	0
11	27	0
3	7	0
1	4	0
1	1	0
2	8	0
6	42	0
1	1	1
2	8	0
1	4	0
5	19	1
1	4	0
1	4	0
1	0	0
2	7	0
1	4	0
1	9	0
6	8	0
1	4	0
1	4	0
2	8	0
3	12	0
3	13	0
10	35	0
1	4	0
1	4	0
2	7	0
2	4	0
1	4	0
3	12	1
5	38	0
1	4	1
1	4	1
6	22	0
2	8	1
3	10	0
1	4	1
1	4	1
1	4	0
1	4	0
2	8	0
3	16	0
1	9	0
1	4	0
21	46	0
2	6	0
1	4	0
2	8	0
2	5	0
3	12	0
1	4	0
1	0	0
2	8	1
4	8	0
3	17	0
2	8	1
3	7	0
3	10	1
1	4	0
1	0	1
4	4	0
2	7	0
2	8	0
4	15	0
5	14	1
8	46	0
2	7	0
15	32	0
2	4	0
1	1	0
1	4	0
2	8	1
1	0	0
5	14	0
3	9	0
13	53	0
11	44	0
1	2	1
3	8	1
1	4	1
3	4	0
1	10	0
1	4	0
4	6	1
4	13	1
1	0	0
1	0	0
3	7	0
1	4	0
2	7	1
1	2	0
3	28	1
4	16	0
4	19	0
5	50	1
2	0	0
1	4	0
9	31	0
1	5	1
1	4	0
3	26	0
2	4	1
3	12	0
3	8	0
1	0	0
1	4	0
3	12	0
1	4	0
2	8	0
1	0	1
2	31	0
1	0	1
3	12	0
1	4	0
3	16	0
1	10	0
1	4	0
1	4	0
9	36	0
1	4	0
3	4	0
2	15	0
17	64	0
4	16	0
38	87	0
14	40	0
2	15	0
2	5	0
1	4	0
10	113	1
2	8	0
2	9	0
3	46	0
1	16	0
1	4	0
5	19	0
1	4	0
4	9	0
4	11	0
3	6	0
7	19	0
3	4	0
2	8	0
2	4	0
1	4	1
1	0	0
1	4	0
2	8	0
1	4	0
5	55	0
2	10	0
1	4	0
1	4	0
1	4	0
1	5	0
1	3	0
9	97	1
1	4	0
1	4	0
1	4	0
5	70	0
8	63	0
3	37	1
1	4	0
5	21	0
1	0	0
2	27	1
1	4	0
5	20	0
21	79	0
1	16	0
18	62	0
2	8	0
1	3	0
1	4	0
3	15	0
2	8	1
1	4	0
4	22	0
2	6	0
1	3	0
2	2	1
2	8	0
1	4	0
2	0	0
2	7	0
3	12	0
2	4	1
2	8	0
3	2	0
2	8	0
2	5	0
4	27	1
1	1	1
4	8	1
24	93	1
2	12	0
1	4	0
2	8	0
2	1	0
8	24	0
1	1	0
5	14	0
2	0	0
3	53	0
1	4	1
3	8	0
6	25	0
1	1	0
47	146	0
6	24	0
1	4	0
3	11	0
2	9	0
15	118	0
1	4	0
2	7	1
6	28	0
20	195	0
6	23	0
1	4	0
1	2	0
2	4	0
3	14	0
1	2	0
1	2	0
6	17	0
1	10	0
4	22	0
3	12	1
1	5	0
2	2	1
5	19	0
0	41	1
2	16	1
4	153	0
1	4	1
1	3	1
2	8	0
5	19	0
1	10	0
1	4	0
1	4	0
2	6	0
3	32	1
1	4	0
2	6	0
3	6	0
5	16	0
3	8	0
2	9	0
4	46	0
2	10	0
2	0	0
5	12	0
2	8	0
1	3	0
3	5	0
6	12	0
1	4	0
1	1	0
1	11	0
1	4	0
4	15	0
1	4	0
1	1	0
2	8	1
2	9	0
2	4	0
1	5	0
6	24	0
3	12	0
6	25	0
1	12	0
1	4	1
3	12	0
1	4	0
5	43	1
2	25	0
2	8	0
1	4	0
1	4	0
3	11	0
2	8	0
2	4	0
1	10	0
4	17	0
3	33	0
2	8	1
6	69	0
2	5	0
3	12	0
2	8	1
1	4	0
1	4	0
1	4	0
1	1	1
1	0	0
2	13	0
1	4	0
2	25	0
1	4	0
8	56	0
4	36	1
1	4	0
4	19	0
2	8	0
1	4	0
2	4	0
6	21	0
4	12	0
3	6	0
3	12	0
1	0	0
10	53	0
1	4	1
3	20	0
6	18	0
1	4	0
4	39	1
1	4	0
9	39	0
3	10	0
3	12	0
5	8	0
8	117	0
1	4	0
9	36	0
2	31	1
1	1	0
12	62	0
1	4	0
3	9	0
1	4	1
2	3	0
1	4	0
1	4	0
1	3	0
1	4	1
10	62	0
1	4	0
4	29	0
5	38	0
7	28	0
1	4	0
6	19	0
2	11	1
1	0	0
16	7	0
5	36	0
2	8	0
11	142	0
1	4	1
1	1	0
1	1	0
1	2	0
2	4	0
3	14	0
2	11	0
3	12	0
1	17	0
6	55	0
9	24	0
1	4	0
3	8	1
2	8	0
1	4	0
4	15	0
4	22	0
1	8	0
7	34	0
4	27	1
1	9	0
3	5	0
1	1	0
5	20	0
2	8	0
1	1	0
1	4	0
5	18	0
7	33	0
5	17	0
1	0	0
1	2	1
1	4	1
3	5	0
2	8	0
1	10	0
2	3	1
1	4	0
2	14	0
3	18	0
3	18	0
2	8	0
4	14	0
2	0	1
1	14	1
2	11	0
16	63	0
4	38	0
8	83	0
1	4	0
2	4	0
1	4	0
18	54	0
3	12	0
1	4	0
2	8	0
1	0	0
6	19	0
1	0	0
8	34	0
1	0	0
3	9	0
10	43	0
4	9	0
3	8	0
10	47	0
1	9	0
1	4	0
1	4	0
1	4	1
1	4	0
4	16	0
2	8	0
2	8	1
4	44	1
2	8	0
13	60	0
1	4	1
1	4	0
2	14	1
1	4	1
2	8	0
5	20	0
4	18	0
6	23	1
2	1	0
3	21	0
2	8	0
1	7	0
3	12	0
1	4	1
4	38	0
3	0	1
1	4	0
2	31	0
1	4	0
1	15	1
1	4	0
2	8	0
1	12	0
1	4	0
7	22	0
2	11	0
1	4	0
1	31	1
1	4	0
1	4	0
2	8	1
11	36	1
1	4	0
5	17	0
6	30	0
5	47	0
5	11	0
1	4	0
33	52	0
1	4	1
5	19	0
4	19	1
2	8	0
2	6	0
1	4	0
6	46	0
7	28	0
8	9	0
3	4	0
9	62	0
2	4	0
2	9	0
1	20	0
1	0	0
3	18	1
1	4	0
4	16	0
1	12	0
10	39	0
3	13	0
3	21	0
6	23	0
2	22	1
2	8	0
2	5	0
3	14	1
2	26	1
4	4	0
5	26	1
3	11	0
7	15	0
3	10	0
9	10	0
1	4	0
1	5	0
2	8	0
4	14	0
3	10	0
1	0	1
1	4	0
4	12	0
3	29	0
1	4	0
2	8	0
4	46	0
6	29	0
5	22	0
8	23	0
2	8	0
3	4	0
1	1	0
1	4	1
2	4	0
1	1	0
5	3	0
3	2	0
1	4	1
3	32	0
4	6	1
2	10	0
2	3	0
1	2	0
1	11	1
1	4	1
1	4	0
1	4	0
3	36	0
3	13	0
4	4	0
4	8	0
7	55	0
1	1	0
3	12	1
8	49	0
2	8	0
4	12	0
1	2	0
1	4	0
1	2	0
5	29	1
1	4	0
2	8	1
1	8	0
2	7	0
2	8	0
2	0	0
2	4	0
3	10	0
3	7	0
3	6	0
10	76	0
2	8	0
3	4	0
1	4	0
2	5	1
3	23	1
6	24	0
2	8	1
2	8	0
1	4	0
1	5	0
2	10	0
6	14	0
1	4	0
2	8	0
2	6	1
1	4	0
2	8	0
1	0	0
4	36	0
2	4	0
1	4	0
10	45	0
1	0	0
1	4	0
2	28	1
1	0	0
2	8	1
3	6	0
5	2	0
1	11	0
1	4	0
1	0	0
3	10	0
1	13	0
1	1	0
5	19	0
6	33	0
2	8	1
21	22	0
4	13	0
3	13	0
1	4	1
1	4	0
2	8	0
1	4	0
2	4	0
1	4	0
2	8	0
11	53	0
2	8	0
1	16	0
1	4	0
2	4	0
2	8	0
4	27	0
1	4	0
1	1	0
3	2	1
4	9	0
1	1	0
8	16	0
2	16	0
1	1	0
1	0	1
3	22	1
1	4	0
2	38	0
1	4	0
2	8	0
4	12	0
7	15	0
2	11	0
2	8	0
4	5	1
14	92	0
1	0	1
1	3	0
4	13	0
3	34	0
3	58	0
11	46	0
2	0	0
1	4	0
3	9	0
2	15	0
3	9	0
2	7	1
1	1	0
2	0	0
1	4	1
8	45	0
3	5	0
4	7	1
4	30	1
1	4	1
1	12	0
1	4	0
1	4	1
1	4	1
1	4	0
1	4	0
25	127	0
3	12	0
1	3	0
1	4	0
1	1	1
2	8	1
1	2	0
1	4	1
3	5	0
1	4	0
1	4	0
2	8	0
1	4	0
5	20	0
5	20	0
2	8	0
11	96	0
1	4	0
4	14	1
1	4	1
1	7	0
2	5	0
4	14	0
3	22	0
2	8	0
1	0	1
8	32	1
1	4	1
2	8	1
3	6	0
2	8	0
2	16	0
3	35	0
10	64	0
3	34	0
2	27	0
11	30	0
10	35	0
2	6	0
3	12	1
9	41	0
2	0	0
8	32	0
1	4	0
1	4	0
1	2	1
1	2	0
1	20	0
4	8	0
4	22	0
6	31	0
5	17	0
2	8	0
2	4	1
1	50	1
1	4	0
2	0	1
1	3	1
1	4	0
6	58	0
1	4	0
3	20	0
6	52	0
1	4	0
2	8	0
11	39	1
4	31	0
